Scraped_URL,Real Location,Type,Price,Bath(s),Area,Purpose,Bedroom(s),Added,Location,Description,Amenities: Main Features,Amenities: Business and Communication,Amenities: Community Features,Amenities: Nearby Locations and Other Facilities,Amenities: Other Facilities,Amenities: Rooms,Amenities: Healthcare Recreational,Initial Amount,Monthly Installment,Remaining Installments
https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_h_designer_house_for_sale_sector_h_4_bedroom_with_bath_extreme_top_location_bahria_enclave_islamabad-53286643-11983-1.html,"Bahria Enclave - Sector H, Bahria Enclave",House,PKR2.5 Crore,4,5 Marla,For Sale,4,4 months ago,"Bahria Town, Islamabad, Islamabad Capital","Designer House for Sale Sector H, Bahria Enclave Islamabad A stylish 4-bedroom designer house is available for sale in the highly sought-after Sector H of Bahria Enclave Islamabad. This home blends comfort, elegance, and modern living in one of the citys most prestigious communities. Property Features: 3 spacious bedrooms with attached baths Comfortable TV lounge for family gatherings Elegant drawing room Servant room for added convenience Quality construction with a contemporary design Location Highlights: Sector H offers an ideal living environment with easy access to all modern amenities. Bahria Enclave is known for: Secure gated community with 24/7 surveillance Wide carpeted roads & underground utilities Proximity to schools, hospitals, and shopping centers Beautiful parks, mosques, and community spaces Breathtaking views of the Margalla Hills Demand: Just 2.50 Crore PKR very reasonable for such a prime location. Bahria Enclave is one of Islamabads finest residential projects, offering a peaceful lifestyle surrounded by modern infrastructure, clean environment, and a vibrant community. For more details, please contact: (Rana Ehtisham)","Built in year: 2025, Parking Spaces, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features, Furnished","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities","Bedrooms: 4, Bathrooms: 4, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 1, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 2, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities",,,
https://www.zameen.com/Property/f_8_the_centaurus_investor_rate_fully_furnished_one_bedroom_apartment_available_for_sale_in_the_centaurus_islamabad-52585676-8349-1.html,"The Centaurus, F-8",Flat,PKR5.75 Crore,1,3.9 Marla,For Sale,1,5 months ago,"F-8, Islamabad, Islamabad Capital","Note: Dealers and intermediaries are requested not to contact. This property is available only for direct buyers or genuine end users. Only serious inquiries will be entertained. Demand Pkr. 57,500,000/- Area: 882 SQ. FT. Beautiful View of Islamabad Lush Greenery Fully Furnished Rental value: PKR. 280,000 to PKR 300,000 per Month Facilities Include. Swimming Pool Sauna Room Stream Room Jacuzzi Ladies And Gents Separate Gym Table Tennis Squash Court Snooker Socker Other Facilities; Shopping Mall Uninterrupted Electricity Supply Backup Generator Plants Central Heating And Cooling System With Separate HVAC Unit For Each Apartment High Quality Fitting Fixture Visitors Lobby With Intercom Facility Dedicated Entrance And Car Parking Basement Floor For Residents Uninterrupted Water Supply High Speed Elevators And Service Lifts Structure Design To Withstand Earthquake Upto 9.5 On Rector Scale International Construction Company Ranked Number 12 In International Ranking World Famous Architects Of Burj Ul Arab Fame Design The Centaurus.","Parking Spaces: 1, Lobby in Building, Central Air Conditioning, Flooring, Electricity Backup, Waste Disposal, Furnished","Broadband Internet Access, Satellite or Cable TV Ready, Business Center or Media Room in Building, Conference Room in Building, Intercom, ATM Machines","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Kids Play Area, Mosque, Community Centre","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Laundry or Dry Cleaning Facility, Facilities for Disabled, Pets Not Allowed, Other Facilities","Bedrooms: 1, Bathrooms: 1, Drawing Room, Dining Room, Kitchens: 1, Prayer Room, Powder Room, Gym, Steam Room, Lounge or Sitting Room, Laundry Room","Sauna, Jacuzzi",,,
https://www.zameen.com/Property/islamabad_d-17_3_marla_house_available_for_sale_in_d-17_block_d_islamabad-43223940-737-1.html,"D-17, Islamabad",House,PKR1.4 Crore,3,3 Marla,For Sale,3,15 hours ago,"D-17, Islamabad, Islamabad Capital","3 Marla House Available. For Sale in D-17. In Block D Islamabad. 3 Bedrooms. 3 Baths. TV lounge . Kitchen. All Facilities Available. You simply cannot say no to this House. Better yet, it comes with tonnes of exciting features that distinguish it from other properties. If you are looking for lucrative property options for investment, we think this property might just be the right one. The number of 675 Square Feet options in the D-17 can be limited, so hurry up. At a price of Rs. 10000000 such a deal may be hard to come again. Filled with optimum potential, the location of D-17 is sure to become a hotspot in near future. Looking for real estate options in D-17? We are here to suggest the most excellent neighborhoods. Contact us now, and our representatives will give you all the details you need.","Built in year, Parking Spaces: 1, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 3, Other Main Features, Furnished","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities","Bedrooms: 4, Bathrooms: 4, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities",,,
https://www.zameen.com/Property/gulberg_gulberg_greens_1_bed_apartment_available_for_sale_in_gulberg_green_islamabad-53319406-8312-1.html,"Gulberg Greens, Gulberg",Flat,PKR1.15 Crore,1,2.4 Marla,For Sale,1,4 months ago,"Gulberg, Islamabad, Islamabad Capital","ghousing societies in Rawalpindi and Islamabad, But the beautiful location of Gulberg Islamabad is as beautiful as Islamabad . It is just 15 minutes drive from gulberg to other parts of Islamabad ,and 10 minutes drive towards airport and 5 minutes drive to G. T road . Gulberg green and Gulberg residential were a beautiful dreams that becomes now a reality. In Gulberg knowledge village there are many schools, colleges and universities which are under constructions. 5 star hotels ,shopping malls are also under construction Gulberg Islamabad is a place, where yours dreams become true. The project was launched in 2005 and in 2009 its NOC from CDA was approved with Ref# CDA/PLW-HS(127)/2009/257. The MOU with IESCO and SNGPL were also duly signed. Development work Guon the project started in 2009.","Built in year: 2022, Parking Spaces, Lobby in Building, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floor, Floors in Building: 7, Elevators: 2, Service Elevators in Building, Other Main Features, Furnished","Broadband Internet Access, Satellite or Cable TV Ready, Business Center or Media Room in Building, Conference Room in Building, Intercom, ATM Machines, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Laundry or Dry Cleaning Facility, Communal/Shared Kitchen, Facilities for Disabled, Pets Allowed, Other Facilities","Bedrooms: 1, Bathrooms: 1, Drawing Room, Dining Room, Kitchens: 1, Study Room, Prayer Room, Powder Room, Gym, Store Rooms, Steam Room, Lounge or Sitting Room, Laundry Room","Sauna, Jacuzzi, Other Healthcare and Recreation Facilities",,,
https://www.zameen.com/Property/cbr_town_phase_1_cbr_town_phase_1_-_block_d_7_marla_investor_rate_brand_new_double_storey_house_for_sale-45592671-3150-1.html,"CBR Town Phase 1 - Block D, CBR Town Phase 1",House,PKR3.3 Crore,6,7 Marla,For Sale,5,6 days ago,"CBR Town, Islamabad, Islamabad Capital",7 MARLA BRAND NEW DOUBLE STORY HOUSE FOR SALE IN CBR TOWN BLOCK-D DESIGNER HOUSE SOLID CONSTRUCTION BEST MATERIAL Dimension 30x60 04 bedrooms with attached washroom 02 drawing rooms with washroom 02 kitchens 02 tv lounge 02 car parking Servant quarter with bath Laundry Mumaty Terrace 01 electricity meters Sui Gas meter demand notice submitted Water supply Solid construction Very Reasonable Price Demand: 2.80 Near to park Near to highway FOR FURTHER DETAILS CONTACT US ABBAS ENTERPRISES,"Built in year: 2022, Parking Spaces: 2, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Furnished","Broadband Internet Access, Satellite or Cable TV Ready, Intercom","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Other Facilities","Bedrooms: 4, Bathrooms: 6, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Store Rooms: 2, Steam Room, Lounge or Sitting Room, Laundry Room",Lawn or Garden,,,
https://www.zameen.com/Property/soan_garden_soan_garden_-_block_h_6_marla_brand_new_double_storey_house_for_sale-48773936-3498-1.html,"Soan Garden - Block H, Soan Garden",House,PKR2.9 Crore,6,6 Marla,For Sale,5,3 months ago,"Soan Garden, Islamabad, Islamabad Capital","6 MARLA DOUBLE STORY HOUSE FOR SALE 2 KM DISTANCE TO EXPRESS WAY CARPET STREET H EXT BLOCK 30x50 DIMENSION 4 BEDROOM ATTACHED BATHROOM 2 TV LOUNGE 2 DRAWING ROOM WITH BATH 2 KITCHEN SARVENT WITH BATH 2 SEPARATE WATER TANK OVERHEAD & UNDERGROUND WITHOUT GAS 2 ELECTRIC METER NEAR TO MASJID, HIGHWAY, MARKET DEMAND 2.90","Built in year: 2024, Parking Spaces: 4, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features, Furnished","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities","Bedrooms: 5, Bathrooms: 6, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities",,,
https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_kanal_brand_new_double_unit-52990739-339-1.html,"DHA Defence Phase 2, DHA Defence",House,PKR8.8 Crore,6,1 Kanal,For Sale,6,5 months ago,"DHA Defence, Islamabad, Islamabad Capital",VIP Properties Offer Variety Of Houses Available In DHA 2. *Independent 2 Portions *2 D/Dining 2 TV Lounge 2 Kitchen 2 Servant Quarter Ideal Land Scaping,"Built in year: 2025, Parking Spaces: 3, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features, Furnished","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities","Bedrooms: 6, Bathrooms: 7, Servant Quarters: 2, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 2, Steam Room, Lounge or Sitting Room, Laundry Room","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities",,,
https://www.zameen.com/Property/d_12_d-12_3_cda_sector_d-12_3_25_40_4-marla_double_storey_house_for_sale-52583036-3156-1.html,"D-12/3, D-12",House,PKR4.25 Crore,4,4 Marla,For Sale,4,3 months ago,"D-12, Islamabad, Islamabad Capital","CDA sector D-12/3(25*40)=4-marla 4-bed room double story al most brand new house for sale. This remarkable property offers an affordable opportunity for those who are looking to purchase a beautiful house in CDA sector d-12 . Stylish 4 Marla Double-Story Home in Prime D-12/3 Location! Live in the heart of Islamabads most sought-after CDA sectorD-12/3! This beautiful 4-bedroom, double-story home sits on a 25x40 (4 marla) plot in Street 32, just steps away from D-12 Markaz. Perfectly positioned second to corner and Margalla-facing, the home offers stunning views and unbeatable convenience. Located right off a main major road. Ideal for home owners seeking a peaceful yet central location, this property is a rare opportunity in one of Islamabad's most prestigious sectors. Features You'll Love: 4 spacious bedrooms Great fittings throughout All utilities available: CDA water, bore water, gas & electricity Move-in readyjust bring your bags!","Built in year: 2019, Parking Spaces: 2, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Other Main Features, Furnished","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities","Bedrooms: 4, Bathrooms: 5, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 1, Study Room, Prayer Room, Powder Room, Gym, Store Rooms, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities",,,
https://www.zameen.com/Property/islamabad_e-7_modern_brand_new_swimming_pool_house_is_for_sale-52561915-343-1.html,"E-7, Islamabad",House,PKR75 Crore,7,1.6 Kanal,For Sale,6,2 months ago,"E-7, Islamabad, Islamabad Capital","Chohan HAY Estate Offers: - E-7 Brand New House - Basement, Ground, and Upper Floor - 6 Bedrooms with Modern Attached Bathrooms - Drawing, Dining, and TV Lounge - High-quality Finishes, Enriching Interiors, and Family Rooms with Walk-in Closets - Elegant Modern Kitchens with Quartz Countertops, Cabinetry, and Appliances (Refrigerator, Garbage Disposal, Microwave) - Luxurious Bathrooms with Roman Showers, Separate Shower Cabins, Vanities, and Premium Fixtures - Enjoyable Swimming Pool - Elevator Lift - Ceiling Roof - Flooring with Imported Tiles - Outdoor Lawn - Servant Quarters - Parking Area - Rooftop - Views of Margalla Hills and Sunset - Serene and Highly Secure Living Environment - An Outstanding Opportunity: Seize It Without Delay For Further Details and Additional Choices, Feel Free to Contact the Provided Numbers or Visit Chohan HAY Estate.","Built in year: 2025, Parking Spaces, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors, Other Main Features","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities","Bedrooms: 6, Bathrooms: 7, Servant Quarters, Drawing Room, Dining Room, Kitchens, Study Room, Prayer Room, Powder Room, Gym, Store Rooms, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities",,,
https://www.zameen.com/Property/islamabad_g-11_brand_new_house_for_sale_in_g-11-45897680-168-1.html,"G-11, Islamabad",House,PKR16.5 Crore,6,1 Kanal,For Sale,6,1 week ago,"G-11, Islamabad, Islamabad Capital","Prime Location New Double Storey House Is Available For Sale In G-11 Islamabad 50 Feet Wide Road 6 Bedroom With Attached Bath 2 TV Lounges 2 Kitchen 2 Drawing Dining With Powder 2 Servant 2 Car Parking Space Gym Room Fully Till Flooring Ideal And Peace Full Location Nice House 50 Fet Street Near By Park, Masjid, School, Hospital, Market Beautiful Margalla View More Details Please Contact Us","Built in year: 2023, Parking Spaces: 2, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features, Furnished","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities","Bedrooms: 4, Bathrooms: 4, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 2, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities",,,
https://www.zameen.com/Property/islamabad_naval_anchorage_spacious_prime_location_14_marla_house_available_for_sale_in_naval_anchorage-53288889-375-1.html,"Naval Anchorage, Islamabad",House,PKR6.9 Crore,6,14 Marla,For Sale,8,5 months ago,"Naval Anchorage, Islamabad, Islamabad Capital","Naval Anchorage is full of real estate investment opportunities, so stop waiting and start investing! Owning a home in Naval Anchorage is favorable from all aspects, so what are you waiting for. All your dreams can come true with the House which is available for sale now. If you want to buy a property then don't miss out on this opportunity. Trust us, you'd be hard-pressed to find a similar property offer that falls near this Rs. 69000000 price range. Searching for 14 Marla sized properties? You have come to the right place. The following property features will tell you what makes it special. Keep in touch with your friends and family with broadband internet access. This house comes complete with a dedicated drawing room, letting you entertain guests easily. On-duty security services ensure the building stays well-protected. Not all families need a separate dining parlour but this property has one, in case you like to make mealtimes special. For details and booking information, don't hesitate to get in touch with us.","Built in year: 2025, Parking Spaces: 6, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features, Furnished","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities","Bedrooms: 8, Bathrooms: 8, Servant Quarters, Drawing Room, Dining Room, Kitchens: 3, Study Room, Prayer Room, Powder Room, Gym, Store Rooms, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities",,,
https://www.zameen.com/Property/cbr_town_phase_1_cbr_town_phase_1_-_block_c_brand_new_luxurious_12_marla_designer_house_for_sale_in_cbr_town_block_c-53313372-3149-1.html,"CBR Town Phase 1 - Block C, CBR Town Phase 1",House,PKR6.3 Crore,6,12 Marla,For Sale,7,6 days ago,"CBR Town, Islamabad, Islamabad Capital","*Brand New Designer 12Marla House for Sale CBR TOWN PHASE 1 *Property Details:* * Prime Location: * Plot Size: *12 Marla (Fully Constructed)* * *8 Spacious Bedrooms** * *8 Modern Bathrooms* * *TV Lounge & Drawing * *Bore Installed* * *Beautiful Designer Construction* * DEMAND :630 Ideal for luxury living or investment a perfect blend of comfort, elegance, and prime location. .","Built in year: 2025, Parking Spaces: 3, Flooring",Broadband Internet Access,Community Lawn or Garden,"Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Other Facilities","Bedrooms: 6, Bathrooms: 8, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Powder Room, Store Rooms: 2, Lounge or Sitting Room, Laundry Room, Other Rooms",Lawn or Garden,,,
https://www.zameen.com/Property/islamabad_g-9_in_g-9_you_can_find_the_perfect_on_excellent_location_house_for_sale-53148093-171-1.html,"G-9, Islamabad",House,PKR7 Crore,6,6 Marla,For Sale,7,3 months ago,"G-9, Islamabad, Islamabad Capital",house for sale Location: G-9 - Size 30*50 Bedrooms: 6 Bathrooms: 6 TV Lounge Kitchen water boring Available 2 meters and CDA transfer single owner,"Parking Spaces: 2, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features, Furnished","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities","Bedrooms: 7, Bathrooms: 7, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 1, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Lawn or Garden, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities",,,
https://www.zameen.com/Property/margalla_view_housing_society_margalla_view_society_-_block_d_1_kanal_house_available_for_sale_in_d17_islamabad-53112395-3164-1.html,"Margalla View Society - Block D, Margalla View Housing Society",House,PKR4.75 Crore,7,1 Kanal,For Sale,9,3 days ago,"D-17, Islamabad, Islamabad Capital",Margala view housing society d 17 Islamabad 1kanal house available for sale Size 1 Kanal Block D 5 bedroom 2 drawing room 2 TV launch 2 kitchen 9 bathroom Swimming pool Sarvent room All facility available 2 gas separate metre 2 electrician separate metre Water bore available Reasonable price 2010 construction Contact for more details,"Built in year: 2010, Parking Spaces: 3, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Other Main Features","Broadband Internet Access, Satellite or Cable TV Ready, Intercom",,,,"Bedrooms: 9, Bathrooms: 9, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms",,,,
https://www.zameen.com/Property/bahria_town_bahria_enclave_10marla_luxury_designer_house_5_bed_accommodation_1_american_kitchen_1_servent_available_for_sale_in_bahria_enclave-53342319-1705-1.html,"Bahria Enclave, Bahria Town",House,PKR4.65 Crore,6,10 Marla,For Sale,5,4 months ago,"Bahria Town, Islamabad, Islamabad Capital","Luxury 10 Marla Designer House for Sale Location: Bahria Enclave, Islamabad Accommodation: 5 Bedrooms + Servant Quarter Kitchen Style: American (open plan) + Utility/Service Area Status: Ready to move / Recently completed Key Features Grand entrance with modern elevation and faade treatmentdesigned for luxury living. Spacious lounge/drawing room with separate formal dining area. American kitchen: open concept, island counter, premium fittings, connected to a utility/servant service corridor. Five full-size bedrooms upstairs (each with attached bath and built-in wardrobes), including a master suite with walk-in closet and balcony. Separate servant quarter (with attached bath) located discreetly, yet accessible. Two car porch/garage ahead of house, landscaped front lawn & paved driveway. Two modern TV lounges (one up, one down) for family & guests. High-quality finishes: imported tiles or granite flooring, false-ceiling with ambient lighting, solid wood doors, double-glazed windows. All modern utility connections: 24/7 electricity, Sui Gas, underground wiring, gated-community security. Premium location within Bahria Enclave: easy access to mosque, commercial area, schools, park; scenic views of Margalla hills if placed in a favourable sector.","Built in year: 2025, Parking Spaces: 2, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Floors: 2, Other Main Features","Broadband Internet Access, Intercom","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Nearby Public Transport Service","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities","Bedrooms: 5, Bathrooms: 6, Servant Quarters: 1, Dining Room, Kitchens: 1, Laundry Room","Lawn or Garden, Swimming Pool, Sauna, Other Healthcare and Recreation Facilities",,,
https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_n_brand_new_house_for_sale_in_sector_n_3_bedroom_with_attach_bath_best_location_for_living_bahria_enclave_islamabad-53121271-11975-1.html,"Bahria Enclave - Sector N, Bahria Enclave",House,PKR2.45 Crore,4,5 Marla,For Sale,3,5 months ago,"Bahria Town, Islamabad, Islamabad Capital","Designer 5 Marla House for Sale in Sector N Bahria Enclave, Islamabad A beautifully designed 5 Marla house is available for sale in the prime Sector N of Bahria Enclave, Islamabad. 3 Spacious Bedrooms with attached modern bathrooms TV Lounge and Drawing Room for comfortable family living 2 Fully Functional Kitchens Servant Room included for added convenience Stunning Mountain View from the property A-Grade Construction Quality ensuring durability and elegance Ideal Location Peaceful environment, perfect for families Demand: 245 Lac (Price is negotiable) Best option for living or investment in a secure and scenic community. For more details, contact us today.","Built in year: 2025, Parking Spaces, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities","Bedrooms: 3, Bathrooms: 4, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 2, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities",,,
